id,name,lucylink
4528,"Blood Ember Boots",http://lucy.allakhazam.com/item.html?id=4528
4529,"Jaundiced Bone Helm",http://lucy.allakhazam.com/item.html?id=4529
4530,"Jaundiced Bone Breastplate",http://lucy.allakhazam.com/item.html?id=4530
4531,"Jaundiced Bone Vambraces",http://lucy.allakhazam.com/item.html?id=4531
4532,"Jaundiced Bone Bracer",http://lucy.allakhazam.com/item.html?id=4532
4533,"Jaundiced Bone Gauntlets",http://lucy.allakhazam.com/item.html?id=4533
4534,"Jaundiced Bone Greaves",http://lucy.allakhazam.com/item.html?id=4534
4535,"Jaundiced Bone Boots",http://lucy.allakhazam.com/item.html?id=4535
4536,"Tolan's Darkwood Helm",http://lucy.allakhazam.com/item.html?id=4536
4537,"Tolan's Darkwood Breastplate",http://lucy.allakhazam.com/item.html?id=4537
4538,"Tolan's Darkwood Vambraces",http://lucy.allakhazam.com/item.html?id=4538
4539,"Tolan's Darkwood Bracer",http://lucy.allakhazam.com/item.html?id=4539
4540,"Tolan's Darkwood Gauntlets",http://lucy.allakhazam.com/item.html?id=4540
4541,"Tolan's Darkwood Greaves",http://lucy.allakhazam.com/item.html?id=4541
4542,"Tolan's Darkwood Boots",http://lucy.allakhazam.com/item.html?id=4542
4543,"Deepwater Helm",http://lucy.allakhazam.com/item.html?id=4543
4544,"Deepwater Breastplate",http://lucy.allakhazam.com/item.html?id=4544
4545,"Deepwater Vambraces",http://lucy.allakhazam.com/item.html?id=4545
4546,"Deepwater Bracer",http://lucy.allakhazam.com/item.html?id=4546
4547,"Deepwater Gauntlets",http://lucy.allakhazam.com/item.html?id=4547
4548,"Deepwater Greaves",http://lucy.allakhazam.com/item.html?id=4548
4549,"Deepwater Boots",http://lucy.allakhazam.com/item.html?id=4549
4550,"Mrylokar's Helm",http://lucy.allakhazam.com/item.html?id=4550
4551,"Mrylokar's Breastplate",http://lucy.allakhazam.com/item.html?id=4551
4552,"Mrylokar's Vambraces",http://lucy.allakhazam.com/item.html?id=4552
4553,"Mrylokar's Bracer",http://lucy.allakhazam.com/item.html?id=4553
4554,"Mrylokar's Gauntlets",http://lucy.allakhazam.com/item.html?id=4554
4555,"Mrylokar's Greaves",http://lucy.allakhazam.com/item.html?id=4555
4556,"Mrylokar's Boots",http://lucy.allakhazam.com/item.html?id=4556
4557,"Singing Steel Helm",http://lucy.allakhazam.com/item.html?id=4557
4558,"Singing Steel Breastplate",http://lucy.allakhazam.com/item.html?id=4558
4559,"Singing Steel Vambraces",http://lucy.allakhazam.com/item.html?id=4559
4560,"Singing Steel Bracer",http://lucy.allakhazam.com/item.html?id=4560
4561,"Singing Steel Gauntlets",http://lucy.allakhazam.com/item.html?id=4561
4562,"Singing Steel Greaves",http://lucy.allakhazam.com/item.html?id=4562
4563,"Singing Steel Boots",http://lucy.allakhazam.com/item.html?id=4563
4564,"Donal's Helm of Mourning",http://lucy.allakhazam.com/item.html?id=4564
4565,"Donal's Chestplate of Mourning",http://lucy.allakhazam.com/item.html?id=4565
4566,"Donal's Vambraces of Mourning",http://lucy.allakhazam.com/item.html?id=4566
4567,"Donal's Bracer of Mourning",http://lucy.allakhazam.com/item.html?id=4567
4568,"Donal's Gauntlets of Mourning",http://lucy.allakhazam.com/item.html?id=4568
4569,"Donal's Leggings of Mourning",http://lucy.allakhazam.com/item.html?id=4569
4570,"Donal's Boots of Mourning",http://lucy.allakhazam.com/item.html?id=4570
4571,"Elder Spiritist's Helm",http://lucy.allakhazam.com/item.html?id=4571
4572,"Elder Spiritist's Breastplate",http://lucy.allakhazam.com/item.html?id=4572
4573,"Elder Spiritist's Vambraces",http://lucy.allakhazam.com/item.html?id=4573
4574,"Elder Spiritist's Bracer",http://lucy.allakhazam.com/item.html?id=4574
4575,"Elder Spiritist's Gauntlets",http://lucy.allakhazam.com/item.html?id=4575
4576,"Elder Spiritist's Greaves",http://lucy.allakhazam.com/item.html?id=4576
4577,"Elder Spiritist's Boots",http://lucy.allakhazam.com/item.html?id=4577
4578,"Helm of Rile",http://lucy.allakhazam.com/item.html?id=4578
4579,"Gangrenous Beetle Mask",http://lucy.allakhazam.com/item.html?id=4579
4580,"Grim Pauldrons",http://lucy.allakhazam.com/item.html?id=4580
4581,"Sarnak Headguard",http://lucy.allakhazam.com/item.html?id=4581
4582,"Ancient Shissar Gauntlet",http://lucy.allakhazam.com/item.html?id=4582
4583,"Ceremonial Iksar Chestplate",http://lucy.allakhazam.com/item.html?id=4583
4584,"Talisman of Moisture",http://lucy.allakhazam.com/item.html?id=4584
4585,"Vial of Aqua Waters",http://lucy.allakhazam.com/item.html?id=4585
4586,"Talisman of Wind",http://lucy.allakhazam.com/item.html?id=4586
4587,"Mark of Aeration",http://lucy.allakhazam.com/item.html?id=4587
4588,"Talisman of Earth",http://lucy.allakhazam.com/item.html?id=4588
4589,"Sack of Shadowed Soil",http://lucy.allakhazam.com/item.html?id=4589
4597,"Water Idol",http://lucy.allakhazam.com/item.html?id=4597
4598,"Water Marked Scroll",http://lucy.allakhazam.com/item.html?id=4598
4599,"Runed Ring of Water",http://lucy.allakhazam.com/item.html?id=4599
4600,"Petrified Bones",http://lucy.allakhazam.com/item.html?id=4600
4601,"Vial of Dark Earth",http://lucy.allakhazam.com/item.html?id=4601
4602,"Fiery Gourd",http://lucy.allakhazam.com/item.html?id=4602
4603,"Flaming Candle",http://lucy.allakhazam.com/item.html?id=4603
4604,"Vial of the Morning Mist",http://lucy.allakhazam.com/item.html?id=4604
4605,"Water Etched Wand",http://lucy.allakhazam.com/item.html?id=4605
4620,"Hammerhead Helm",http://lucy.allakhazam.com/item.html?id=4620
4658,"Velium Round Shield",http://lucy.allakhazam.com/item.html?id=4658
4663,"Small Velium Round Shield",http://lucy.allakhazam.com/item.html?id=4663
4665,"Small Velium Kite Shield",http://lucy.allakhazam.com/item.html?id=4665
4672,"Fire Etched Wand",http://lucy.allakhazam.com/item.html?id=4672
4673,"Air Etched Wand",http://lucy.allakhazam.com/item.html?id=4673
4674,"Earth Etched Wand",http://lucy.allakhazam.com/item.html?id=4674
4675,"Golden Flower",http://lucy.allakhazam.com/item.html?id=4675
4676,"Grail of Enchantment",http://lucy.allakhazam.com/item.html?id=4676
4677,"Mark of Beauty",http://lucy.allakhazam.com/item.html?id=4677
4678,"Eye of the Enraptured",http://lucy.allakhazam.com/item.html?id=4678
4679,"Mark of Affection",http://lucy.allakhazam.com/item.html?id=4679
4680,"Book of Inspiration",http://lucy.allakhazam.com/item.html?id=4680
4681,"Page of Prose",http://lucy.allakhazam.com/item.html?id=4681
4682,"Mark of Reality",http://lucy.allakhazam.com/item.html?id=4682
4683,"Truncated Ring",http://lucy.allakhazam.com/item.html?id=4683
4684,"Mark of Passion",http://lucy.allakhazam.com/item.html?id=4684
4685,"Adamantium Quill",http://lucy.allakhazam.com/item.html?id=4685
4686,"Pristine Shik-Nar Claws",http://lucy.allakhazam.com/item.html?id=4686
4687,"Mark of Understanding",http://lucy.allakhazam.com/item.html?id=4687
4688,"Hope Emerald",http://lucy.allakhazam.com/item.html?id=4688
4689,"Mark of Elegance",http://lucy.allakhazam.com/item.html?id=4689
4690,"Hope Sapphire",http://lucy.allakhazam.com/item.html?id=4690
4691,"Mark of Refinement",http://lucy.allakhazam.com/item.html?id=4691
4692,"Hope Onyx",http://lucy.allakhazam.com/item.html?id=4692
4693,"Mark of Charm",http://lucy.allakhazam.com/item.html?id=4693
4694,"Hope Pearl",http://lucy.allakhazam.com/item.html?id=4694
4695,"Mark of Desire",http://lucy.allakhazam.com/item.html?id=4695
4696,"Hope Diamond",http://lucy.allakhazam.com/item.html?id=4696
4697,"Tarnished Silver Nugget",http://lucy.allakhazam.com/item.html?id=4697
4698,"Mark of Intellect",http://lucy.allakhazam.com/item.html?id=4698
4699,"Tarnished Gold Nugget",http://lucy.allakhazam.com/item.html?id=4699
4701,"Mark of Thought",http://lucy.allakhazam.com/item.html?id=4701
4702,"Tarnished Platinum Nugget",http://lucy.allakhazam.com/item.html?id=4702
4703,"Mark of Reason",http://lucy.allakhazam.com/item.html?id=4703
4704,"Tarnished Electrum Nugget",http://lucy.allakhazam.com/item.html?id=4704
4705,"Bracelet of Friendship",http://lucy.allakhazam.com/item.html?id=4705
4706,"Mark of Mind",http://lucy.allakhazam.com/item.html?id=4706
4707,"Enchanted Bundle of Wood",http://lucy.allakhazam.com/item.html?id=4707
4708,"Shadowed Crystal",http://lucy.allakhazam.com/item.html?id=4708
4709,"Explosive Dust",http://lucy.allakhazam.com/item.html?id=4709
4710,"Mark of Explosion",http://lucy.allakhazam.com/item.html?id=4710
4711,"Book of Wizardry",http://lucy.allakhazam.com/item.html?id=4711
4712,"Mark of Sorcery",http://lucy.allakhazam.com/item.html?id=4712
4713,"Book of Sorcery",http://lucy.allakhazam.com/item.html?id=4713
4714,"Globe of Power",http://lucy.allakhazam.com/item.html?id=4714
4715,"Mark of Implosion",http://lucy.allakhazam.com/item.html?id=4715
4716,"Grub Worm Guts",http://lucy.allakhazam.com/item.html?id=4716
4717,"Fiery Heart",http://lucy.allakhazam.com/item.html?id=4717
4718,"Mark of Energy",http://lucy.allakhazam.com/item.html?id=4718
4719,"Gilded Branch",http://lucy.allakhazam.com/item.html?id=4719
4720,"Fiery Sand",http://lucy.allakhazam.com/item.html?id=4720
4721,"Mark of Force",http://lucy.allakhazam.com/item.html?id=4721
4722,"Tro Jeg Toes",http://lucy.allakhazam.com/item.html?id=4722
4723,"Mark of Potency",http://lucy.allakhazam.com/item.html?id=4723
4724,"Book of Applied Magic",http://lucy.allakhazam.com/item.html?id=4724
4725,"Mark of Intensity",http://lucy.allakhazam.com/item.html?id=4725
4726,"Sun Stained Steel Rod",http://lucy.allakhazam.com/item.html?id=4726
4727,"Mark of Potential",http://lucy.allakhazam.com/item.html?id=4727
4728,"Iron Tipped Wand",http://lucy.allakhazam.com/item.html?id=4728
4729,"Mark of Temper",http://lucy.allakhazam.com/item.html?id=4729
4730,"Vial of Firewater",http://lucy.allakhazam.com/item.html?id=4730
4731,"Iced Nectar",http://lucy.allakhazam.com/item.html?id=4731
4732,"Mark of Might",http://lucy.allakhazam.com/item.html?id=4732
4733,"Book of Solutions",http://lucy.allakhazam.com/item.html?id=4733
4734,"Mark of Destruction",http://lucy.allakhazam.com/item.html?id=4734
4735,"Mark of Thaumaturgy",http://lucy.allakhazam.com/item.html?id=4735
4736,"Loop of Energy",http://lucy.allakhazam.com/item.html?id=4736
4737,"Stick of Mastery",http://lucy.allakhazam.com/item.html?id=4737
4738,"Small Magnifying Lens",http://lucy.allakhazam.com/item.html?id=4738
4739,"Mark of Detonation",http://lucy.allakhazam.com/item.html?id=4739
4740,"Opaque Glasses",http://lucy.allakhazam.com/item.html?id=4740
4741,"Aged Gold Coin",http://lucy.allakhazam.com/item.html?id=4741
4742,"Dark Gem",http://lucy.allakhazam.com/item.html?id=4742
4743,"Priceless Book",http://lucy.allakhazam.com/item.html?id=4743
4744,"Miniature Armband",http://lucy.allakhazam.com/item.html?id=4744
4745,"Mark of Fortune",http://lucy.allakhazam.com/item.html?id=4745
4746,"Sun Wraith Eye",http://lucy.allakhazam.com/item.html?id=4746
4747,"Bag of Rations",http://lucy.allakhazam.com/item.html?id=4747
4748,"Petrified Totem",http://lucy.allakhazam.com/item.html?id=4748
4749,"Frozen Hailstone",http://lucy.allakhazam.com/item.html?id=4749
4750,"Glowing Crystal",http://lucy.allakhazam.com/item.html?id=4750
4751,"Divining Rod",http://lucy.allakhazam.com/item.html?id=4751
4752,"Aged Platinum Symbol",http://lucy.allakhazam.com/item.html?id=4752
4753,"Silver Sign",http://lucy.allakhazam.com/item.html?id=4753
4754,"Jarbled Note",http://lucy.allakhazam.com/item.html?id=4754
4755,"Bundle of Mining Picks",http://lucy.allakhazam.com/item.html?id=4755
4756,"Letter to Aliane",http://lucy.allakhazam.com/item.html?id=4756
4757,"Hardams Box of Goods",http://lucy.allakhazam.com/item.html?id=4757
4758,"Zimloro Ingredient List",http://lucy.allakhazam.com/item.html?id=4758
4759,"Antidote Ingredients",http://lucy.allakhazam.com/item.html?id=4759
4760,"Notorized Letter",http://lucy.allakhazam.com/item.html?id=4760
4761,"Journal of Broansas",http://lucy.allakhazam.com/item.html?id=4761
4762,"Gemmed Sword Hilt",http://lucy.allakhazam.com/item.html?id=4762
4763,"Gem Encrusted Sword Hilt",http://lucy.allakhazam.com/item.html?id=4763
4764,"List of Potion Components",http://lucy.allakhazam.com/item.html?id=4764
4765,"Antidote Supplies",http://lucy.allakhazam.com/item.html?id=4765
4766,"Assorted Tailoring Supplies",http://lucy.allakhazam.com/item.html?id=4766
4767,"Bag of Assorted Gems",http://lucy.allakhazam.com/item.html?id=4767
4768,"Pulsating Rock",http://lucy.allakhazam.com/item.html?id=4768
4769,"Seal of Beriol",http://lucy.allakhazam.com/item.html?id=4769
4770,"Book of Ancient Scribings",http://lucy.allakhazam.com/item.html?id=4770
4771,"Ancient Fossil",http://lucy.allakhazam.com/item.html?id=4771
4772,"Wrought Iron Shavings",http://lucy.allakhazam.com/item.html?id=4772
4773,"Granite Idol",http://lucy.allakhazam.com/item.html?id=4773
4774,"Ancient Silver Coin",http://lucy.allakhazam.com/item.html?id=4774
4775,"Blackened Ornament",http://lucy.allakhazam.com/item.html?id=4775
4776,"Snake Scale Sceptre",http://lucy.allakhazam.com/item.html?id=4776
4777,"Jeweled Rod",http://lucy.allakhazam.com/item.html?id=4777
4778,"Bronze Brazier",http://lucy.allakhazam.com/item.html?id=4778
4779,"Hardened Agate",http://lucy.allakhazam.com/item.html?id=4779
4780,"Golden Bracer",http://lucy.allakhazam.com/item.html?id=4780
4781,"Veiled Lantern",http://lucy.allakhazam.com/item.html?id=4781
4782,"White Garnet",http://lucy.allakhazam.com/item.html?id=4782
4783,"Antique Lantern",http://lucy.allakhazam.com/item.html?id=4783
4784,"Glowing Meteor Fragment",http://lucy.allakhazam.com/item.html?id=4784
4785,"Ancient Relic of Tzon",http://lucy.allakhazam.com/item.html?id=4785
4786,"Fluorescent Gem",http://lucy.allakhazam.com/item.html?id=4786
4787,"Ancestral Statuette",http://lucy.allakhazam.com/item.html?id=4787
4788,"Dark Hued Wood",http://lucy.allakhazam.com/item.html?id=4788
4789,"Ocher Gem",http://lucy.allakhazam.com/item.html?id=4789
4790,"Cultured Spirits",http://lucy.allakhazam.com/item.html?id=4790
4791,"Golden Mushrooms",http://lucy.allakhazam.com/item.html?id=4791
4792,"Gem of Awe",http://lucy.allakhazam.com/item.html?id=4792
4793,"Mark of Remedy",http://lucy.allakhazam.com/item.html?id=4793
4794,"Vial of Holy Water",http://lucy.allakhazam.com/item.html?id=4794
4795,"Holy Statuette",http://lucy.allakhazam.com/item.html?id=4795
4796,"Mark of Faith",http://lucy.allakhazam.com/item.html?id=4796
4797,"Genuine Leather Padding",http://lucy.allakhazam.com/item.html?id=4797
4798,"Brazier of Light",http://lucy.allakhazam.com/item.html?id=4798
4799,"Mark of the Holy",http://lucy.allakhazam.com/item.html?id=4799
4800,"Tome of Deities",http://lucy.allakhazam.com/item.html?id=4800
4808,"Restored Tapestry",http://lucy.allakhazam.com/item.html?id=4808
4809,"Mark of Purity",http://lucy.allakhazam.com/item.html?id=4809
4810,"Lexicon of Omens",http://lucy.allakhazam.com/item.html?id=4810
4812,"Golden Breastplate",http://lucy.allakhazam.com/item.html?id=4812
4813,"Golden Vambraces",http://lucy.allakhazam.com/item.html?id=4813
4814,"Golden Bracer",http://lucy.allakhazam.com/item.html?id=4814
4815,"Golden Gauntlets",http://lucy.allakhazam.com/item.html?id=4815
4816,"Golden Greaves",http://lucy.allakhazam.com/item.html?id=4816
4817,"Golden Boots",http://lucy.allakhazam.com/item.html?id=4817
4818,"Candle of Rites",http://lucy.allakhazam.com/item.html?id=4818
4819,"Mark of the Divine",http://lucy.allakhazam.com/item.html?id=4819
4820,"Decorative Bracers of Wistfulnees",http://lucy.allakhazam.com/item.html?id=4820
4828,"Fastened Links",http://lucy.allakhazam.com/item.html?id=4828
4829,"Mark of Truth",http://lucy.allakhazam.com/item.html?id=4829
4831,"Lustrous Russet Helm",http://lucy.allakhazam.com/item.html?id=4831
4832,"Lustrous Russet Breastplate",http://lucy.allakhazam.com/item.html?id=4832
4833,"Lustrous Russet Vambraces",http://lucy.allakhazam.com/item.html?id=4833
4834,"Lustrous Russet Bracer",http://lucy.allakhazam.com/item.html?id=4834
4835,"Lustrous Russet Gauntlets",http://lucy.allakhazam.com/item.html?id=4835
4836,"Lustrous Russet Greaves",http://lucy.allakhazam.com/item.html?id=4836
4837,"Lustrous Russet Boots",http://lucy.allakhazam.com/item.html?id=4837
4838,"Light Etched Ruby",http://lucy.allakhazam.com/item.html?id=4838
4839,"Mark of Belief",http://lucy.allakhazam.com/item.html?id=4839
4840,"Light Etched of Sapphire",http://lucy.allakhazam.com/item.html?id=4840
4841,"Umbral Platemail Helm",http://lucy.allakhazam.com/item.html?id=4841
4842,"Umbral Platemail Breastplate",http://lucy.allakhazam.com/item.html?id=4842
4843,"Umbral Platemail Vambraces",http://lucy.allakhazam.com/item.html?id=4843
4844,"Umbral Platemail Bracer",http://lucy.allakhazam.com/item.html?id=4844
4845,"Umbral Platemail Gauntlets",http://lucy.allakhazam.com/item.html?id=4845
4846,"Umbral Platemail Greaves",http://lucy.allakhazam.com/item.html?id=4846
4847,"Umbral Platemail Boots",http://lucy.allakhazam.com/item.html?id=4847
4848,"Mark of Hope",http://lucy.allakhazam.com/item.html?id=4848
4849,"Lite Etched Star Ruby",http://lucy.allakhazam.com/item.html?id=4849
4850,"Mark of Credence",http://lucy.allakhazam.com/item.html?id=4850
4851,"Valorium Helmet",http://lucy.allakhazam.com/item.html?id=4851
4852,"Valorium Chestplate",http://lucy.allakhazam.com/item.html?id=4852
4853,"Valorium Vambraces",http://lucy.allakhazam.com/item.html?id=4853
4854,"Valorium Bracers",http://lucy.allakhazam.com/item.html?id=4854
4855,"Valorium Gauntlets",http://lucy.allakhazam.com/item.html?id=4855
4856,"Valorium Greaves",http://lucy.allakhazam.com/item.html?id=4856
4857,"Valorium Boots",http://lucy.allakhazam.com/item.html?id=4857
4858,"Light Etched Fire Opal",http://lucy.allakhazam.com/item.html?id=4858
4859,"Polished Stone Statuette",http://lucy.allakhazam.com/item.html?id=4859
4860,"Mark of Piety",http://lucy.allakhazam.com/item.html?id=4860
4861,"Imbrued Platemail Helm",http://lucy.allakhazam.com/item.html?id=4861
4862,"Imbrued Platemail Breastplate",http://lucy.allakhazam.com/item.html?id=4862
4863,"Imbrued Platemail Vambraces",http://lucy.allakhazam.com/item.html?id=4863
4864,"Imbrued Platemail Bracer",http://lucy.allakhazam.com/item.html?id=4864
4865,"Imbrued Platemail Gauntlets",http://lucy.allakhazam.com/item.html?id=4865
4866,"Imbrued Platemail Greaves",http://lucy.allakhazam.com/item.html?id=4866
4867,"Imbrued Platemail Boots",http://lucy.allakhazam.com/item.html?id=4867
4868,"Light Etched Opal",http://lucy.allakhazam.com/item.html?id=4868
4869,"Mark of Affirmation",http://lucy.allakhazam.com/item.html?id=4869
4870,"Light Etched Peridot",http://lucy.allakhazam.com/item.html?id=4870
4871,"Rune Etched Helm",http://lucy.allakhazam.com/item.html?id=4871
4872,"Rune Etched Chestplate",http://lucy.allakhazam.com/item.html?id=4872
4873,"Rune Etched Vambraces",http://lucy.allakhazam.com/item.html?id=4873
4874,"Rune Etched Bracer",http://lucy.allakhazam.com/item.html?id=4874
4875,"Rune Etched Gauntlets",http://lucy.allakhazam.com/item.html?id=4875
4876,"Rune Etched Greaves",http://lucy.allakhazam.com/item.html?id=4876
4877,"Rune Etched Boots",http://lucy.allakhazam.com/item.html?id=4877
4878,"Mark of Grace",http://lucy.allakhazam.com/item.html?id=4878
4879,"Light Etched Diamond",http://lucy.allakhazam.com/item.html?id=4879
4880,"Dark Eyed Iris",http://lucy.allakhazam.com/item.html?id=4880
4881,"Ethereal Mist Helm",http://lucy.allakhazam.com/item.html?id=4881
4882,"Ethereal Mist Chestplate",http://lucy.allakhazam.com/item.html?id=4882
4883,"Ethereal Mist Vambraces",http://lucy.allakhazam.com/item.html?id=4883
4884,"Ethereal Mist Bracers",http://lucy.allakhazam.com/item.html?id=4884
4885,"Ethereal Mist Gauntlets",http://lucy.allakhazam.com/item.html?id=4885
4886,"Ethereal Mist Greaves",http://lucy.allakhazam.com/item.html?id=4886
4887,"Ethereal Mist Boots",http://lucy.allakhazam.com/item.html?id=4887
4888,"Mark of Salvation",http://lucy.allakhazam.com/item.html?id=4888
4889,"Light Etched Emerald",http://lucy.allakhazam.com/item.html?id=4889
4890,"Writ of Distance",http://lucy.allakhazam.com/item.html?id=4890
4891,"Thorny Vine Helm",http://lucy.allakhazam.com/item.html?id=4891
4892,"Thorny Vine Chestplate",http://lucy.allakhazam.com/item.html?id=4892
4893,"Thorny Vine Vambraces",http://lucy.allakhazam.com/item.html?id=4893
4894,"Thorny Vine Bracer",http://lucy.allakhazam.com/item.html?id=4894
4895,"Thorny Vine Gauntlets",http://lucy.allakhazam.com/item.html?id=4895
4896,"Thorny Vine Greaves",http://lucy.allakhazam.com/item.html?id=4896
4897,"Thorny Vine Boots",http://lucy.allakhazam.com/item.html?id=4897
4898,"Mark of Sight",http://lucy.allakhazam.com/item.html?id=4898
4899,"Ancient Sun Fetish",http://lucy.allakhazam.com/item.html?id=4899
4900,"Tablet of Spirits",http://lucy.allakhazam.com/item.html?id=4900
4901,"Woven Shadow Helm",http://lucy.allakhazam.com/item.html?id=4901
4902,"Woven Shadow Chestplate",http://lucy.allakhazam.com/item.html?id=4902
4903,"Woven Shadow Vambraces",http://lucy.allakhazam.com/item.html?id=4903
4904,"Woven Shadow Bracer",http://lucy.allakhazam.com/item.html?id=4904
4905,"Woven Shadow Gauntlets",http://lucy.allakhazam.com/item.html?id=4905
4906,"Woven Shadow Greaves",http://lucy.allakhazam.com/item.html?id=4906
4907,"Woven Shadow Boots",http://lucy.allakhazam.com/item.html?id=4907
4908,"Mark of Vision",http://lucy.allakhazam.com/item.html?id=4908
4909,"Writ of Safid",http://lucy.allakhazam.com/item.html?id=4909
4910,"Throwing Bones",http://lucy.allakhazam.com/item.html?id=4910
4911,"Indicolite Helm",http://lucy.allakhazam.com/item.html?id=4911
4912,"Indicolite Breastplate",http://lucy.allakhazam.com/item.html?id=4912
4913,"Indicolite Vambraces",http://lucy.allakhazam.com/item.html?id=4913
4914,"Indicolite Bracer",http://lucy.allakhazam.com/item.html?id=4914
4915,"Indicolite Gauntlets",http://lucy.allakhazam.com/item.html?id=4915
4916,"Indicolite Greaves",http://lucy.allakhazam.com/item.html?id=4916
4917,"Indicolite Boots",http://lucy.allakhazam.com/item.html?id=4917
4918,"Mark of Prophecy",http://lucy.allakhazam.com/item.html?id=4918
4919,"Chokidai Hide Spaulders",http://lucy.allakhazam.com/item.html?id=4919
4920,"Tribal War Boots",http://lucy.allakhazam.com/item.html?id=4920
4921,"Boots of the Reliant",http://lucy.allakhazam.com/item.html?id=4921
4922,"Gauntlets of the Ardent",http://lucy.allakhazam.com/item.html?id=4922
4923,"Vambraces of the Fervent",http://lucy.allakhazam.com/item.html?id=4923
4924,"Greaves of the Penitent",http://lucy.allakhazam.com/item.html?id=4924
4925,"Bracers of the Reverent",http://lucy.allakhazam.com/item.html?id=4925
4926,"Chestplate of the Constant",http://lucy.allakhazam.com/item.html?id=4926
4927,"Polished Stone Fetish",http://lucy.allakhazam.com/item.html?id=4927
4928,"Woven Anklet",http://lucy.allakhazam.com/item.html?id=4928
4929,"Mark of Omens",http://lucy.allakhazam.com/item.html?id=4929
4930,"Pouch of False Gems",http://lucy.allakhazam.com/item.html?id=4930
4931,"Adorned Cap",http://lucy.allakhazam.com/item.html?id=4931
4932,"Mark of Spirit",http://lucy.allakhazam.com/item.html?id=4932
4933,"Genalan's Chronicle",http://lucy.allakhazam.com/item.html?id=4933
4934,"Mark of Souls",http://lucy.allakhazam.com/item.html?id=4934
4935,"Spirit Gem",http://lucy.allakhazam.com/item.html?id=4935
4936,"Mark of Seers",http://lucy.allakhazam.com/item.html?id=4936
4937,"Hewed Augury Stone",http://lucy.allakhazam.com/item.html?id=4937
4938,"Mark of the Oracle",http://lucy.allakhazam.com/item.html?id=4938
4939,"Aged Bone Fetish",http://lucy.allakhazam.com/item.html?id=4939
4940,"Mark of Auspice",http://lucy.allakhazam.com/item.html?id=4940
4941,"Totemic Boots",http://lucy.allakhazam.com/item.html?id=4941
4942,"Totemic Gauntlets",http://lucy.allakhazam.com/item.html?id=4942
4943,"Totemic Vambraces",http://lucy.allakhazam.com/item.html?id=4943
4944,"Totemic Greaves",http://lucy.allakhazam.com/item.html?id=4944
4945,"Totemic Bracers",http://lucy.allakhazam.com/item.html?id=4945
4946,"Totemic Breastplate",http://lucy.allakhazam.com/item.html?id=4946
4947,"Totemic Helm",http://lucy.allakhazam.com/item.html?id=4947
4948,"Totemic Cloak",http://lucy.allakhazam.com/item.html?id=4948
4949,"Avatar's Tome",http://lucy.allakhazam.com/item.html?id=4949
4950,"Rockhopper Spirit Fetish",http://lucy.allakhazam.com/item.html?id=4950
4951,"Mark of Guidance",http://lucy.allakhazam.com/item.html?id=4951
4952,"Vitality Gem",http://lucy.allakhazam.com/item.html?id=4952
4953,"Mark of Rage",http://lucy.allakhazam.com/item.html?id=4953
4954,"Spirit Marked Ornament",http://lucy.allakhazam.com/item.html?id=4954
4955,"Mark of Augury",http://lucy.allakhazam.com/item.html?id=4955
4956,"Aged Runic Crutch",http://lucy.allakhazam.com/item.html?id=4956
4957,"Lined Towel",http://lucy.allakhazam.com/item.html?id=4957
4958,"Mark of Premonition",http://lucy.allakhazam.com/item.html?id=4958
4959,"Darkened Shaft",http://lucy.allakhazam.com/item.html?id=4959
4960,"Oracle's Orb",http://lucy.allakhazam.com/item.html?id=4960
4961,"Mark of the Wild",http://lucy.allakhazam.com/item.html?id=4961
4962,"Braided Vine Bracelet",http://lucy.allakhazam.com/item.html?id=4962
4968,"Dreadscale Helm",http://lucy.allakhazam.com/item.html?id=4968
4969,"Dreadscale Breastplate",http://lucy.allakhazam.com/item.html?id=4969
4970,"Dreadscale Vambraces",http://lucy.allakhazam.com/item.html?id=4970
4971,"Dreadscale Bracer",http://lucy.allakhazam.com/item.html?id=4971
4972,"Dreadscale Gauntlets",http://lucy.allakhazam.com/item.html?id=4972
4973,"Dreadscale Greaves",http://lucy.allakhazam.com/item.html?id=4973
4974,"Dreadscale Boots",http://lucy.allakhazam.com/item.html?id=4974
4975,"Dreadscale Mask",http://lucy.allakhazam.com/item.html?id=4975
4976,"Trooper Scale Helm",http://lucy.allakhazam.com/item.html?id=4976
4977,"Trooper Scale Breastplate",http://lucy.allakhazam.com/item.html?id=4977
4978,"Trooper Scale Pauldron",http://lucy.allakhazam.com/item.html?id=4978
4979,"Trooper Scale Vambraces",http://lucy.allakhazam.com/item.html?id=4979
4980,"Trooper Scale Bracers",http://lucy.allakhazam.com/item.html?id=4980
4981,"Trooper Scale Gauntlets",http://lucy.allakhazam.com/item.html?id=4981
4982,"Trooper Scale Greaves",http://lucy.allakhazam.com/item.html?id=4982
4983,"Trooper Scale Boots",http://lucy.allakhazam.com/item.html?id=4983
4984,"Scaled Mystic Boots",http://lucy.allakhazam.com/item.html?id=4984
4985,"Scaled Mystic Gauntlets",http://lucy.allakhazam.com/item.html?id=4985
4986,"Scaled Mystic Vambraces",http://lucy.allakhazam.com/item.html?id=4986
4987,"Scaled Mystic Greaves",http://lucy.allakhazam.com/item.html?id=4987
4988,"Scaled Mystic Bracers",http://lucy.allakhazam.com/item.html?id=4988
4989,"Scaled Mystic Breastplate",http://lucy.allakhazam.com/item.html?id=4989
